"action_group","cert_in_global","suggested_next_action","certificate_no","track_name","category","brand","product_name","registrant","origin","approval_date","valid_until","official_status","official_verification_status","official_product_name","official_registrant","official_scope","main_landscape_included","source_url","entity_match_hint","company_profile_text_hint"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253131642","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶","注射用交联透明质酸钠凝胶","四川兴泰普乐医疗科技有限公司","国产","2025-11-27","2030-08-21","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶","四川兴泰普乐医疗科技有限公司","该产品适用于面部鼻唇沟部位真皮组织中层至深层注射以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253131774","透明质酸钠","透明质酸钠","注射用透明质酸钠溶液","注射用透明质酸钠溶液","大连富勒烯药业有限公司","国产","2025-09-01","2030-08-31","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用透明质酸钠溶液","大连富勒烯药业有限公司","在医疗机构中使用，用于面部真皮浅层注射暂时性改善成人皮肤干燥、肤色暗沉。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253132016","透明质酸钠","透明质酸钠","注射用透明质酸钠复合溶液","注射用透明质酸钠复合溶液","漠颐空间生物科技（吉林）有限公司","国产","2025-09-29","2030-09-28","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用透明质酸钠复合溶液","渼颜空间生物科技（吉林）有限公司","在医疗机构中使用，用于面部真皮浅层注射，暂时性改善成人皮肤干燥、肤色暗沉。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253132504","透明质酸钠","透明质酸钠","注射用透明质酸钠复合溶液","注射用透明质酸钠复合溶液","江苏西宏生物医药有限公司","国产","2025-12-10","2030-12-09","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用透明质酸钠复合溶液","江苏西宏生物医药有限公司","在医疗机构中使用，用于面部真皮浅层注射，暂时性改善成人皮肤干燥、肤色暗沉。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253132647","透明质酸钠","透明质酸钠","含盐酸利多卡因交联透明质酸钠注射填充剂","含盐酸利多卡因交联透明质酸钠注射填充剂","上海其胜生物制剂有限公司","国产","2025-12-23","2030-12-22","verified","已官方核验/国家政务服务平台NMPA器械查询","含盐酸利多卡因交联透明质酸钠注射填充剂","上海其胜生物制剂有限公司","该产品适用于面部鼻唇沟部位真皮组织中层至深层注射以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注许20253130002","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶","注射用交联透明质酸钠凝胶","和康生物科技股份有限公司","港澳台","2025-04-23","2030-01-19","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶 Formaderm Young Dermal Filler Injection","和康生物科技股份有限公司 和康生物科技股份有限公司","该产品用于鼻唇沟部真皮组织中至深层注射，以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注进20153130263","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶 Pre-filled Sodium Hyaluronate Syringe","注射用交联透明质酸钠凝胶 Pre-filled Sodium Hyaluronate Syringe","汇美迪斯株式会社 Humedix Co., Ltd.","进口","2025-04-10","2030-04-09","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶Pre-filled Sodium Hyaluronate Syringe","汇美迪斯株式会社Humedix Co., Ltd.","该产品用于面部真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20253130026","透明质酸钠","透明质酸钠","含利多卡因注射用交联透明质酸钠凝胶","含利多卡因注射用交联透明质酸钠凝胶","基兰实验室股份公司 Kylane Laboratoires SA","进口","2025-01-20","2030-01-19","verified","已官方核验/国家政务服务平台NMPA器械查询","含利多卡因注射用交联透明质酸钠凝胶Crosslinked Hyaluronan(HA) injectable gel with Lidocaine","基兰实验室股份公司Kylane Laboratoires SA","该产品适用于注射到骨膜上，填充下颌区域，以改善轻度至中度下颌后缩患者的下颌轮廓。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20253130189","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶","注射用交联透明质酸钠凝胶","东邦医疗 Dong Bang Medical Co., Ltd.","进口","2025-08-06","2030-04-22","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶조직수복용생체재료","株式会社东方医疗Dong Bang Medical Co.,Ltd.","该产品适用于面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20253130192","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶","注射用交联透明质酸钠凝胶","捷特玛株式会社 JETEMA Co., Ltd.","进口","2025-04-23","2030-04-22","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶Cross-linked sodium hyaluronate Gel for Injection","捷特玛株式会社JETEMA Co., Ltd.","产品注射至鼻唇沟部位真皮中层，以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20253130216","透明质酸钠","透明质酸钠","注射用含利多卡因交联透明质酸钠凝胶 Cutegel Lidocaine","注射用含利多卡因交联透明质酸钠凝胶 Cutegel Lidocaine","韩国BNC株式会社","进口","2025-05-27","2030-05-26","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用含利多卡因交联透明质酸钠凝胶Cutegel Lidocaine","韩国BNC株式会社韩国BNC株式会社","适用于鼻唇沟部位真皮组织中层注射以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20253130269","透明质酸钠","透明质酸钠","含利多卡因注射用交联透明质酸钠凝胶 Cross-linked Sodium Hyaluronate Gel for Injection with Lidocaine","含利多卡因注射用交联透明质酸钠凝胶 Cross-linked Sodium Hyaluronate Gel for Injection with Lidocaine","LG化学 LG Chem, Ltd.","进口","2025-06-23","2030-06-22","verified","已官方核验/国家政务服务平台NMPA器械查询","含利多卡因注射用交联透明质酸钠凝胶Cross-linked Sodium Hyaluronate Gel for Injection with Lidocaine","俪维美学有限公司 LYV Sciences Co., Ltd","适用于注射到皮下至骨膜上层用于矫正中面部容量缺失和/或中面部轮廓缺陷。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20253130284","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶 Crosslinked Sodium Hyaluronate Gel for Injection","注射用交联透明质酸钠凝胶 Crosslinked Sodium Hyaluronate Gel for Injection","科医有限公司 Q-Med AB","进口","2025-06-27","2030-06-26","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶Crosslinked Sodium Hyaluronate Gel for Injection","科医有限公司Q-Med AB","产品适用于18岁以上手背部需要增加组织容量的人群，用于手背部真皮层，最佳为真皮深层的注射，以改善手部皮肤外观。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20253130317","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶 Cutegel","注射用交联透明质酸钠凝胶 Cutegel","韩国BNC株式会社","进口","2025-07-18","2030-07-17","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶Cutegel","韩国BNC株式会社韩国BNC株式会社","适用于注射到鼻唇沟部位的真皮深层，以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20253130357","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶 Cutegel","注射用交联透明质酸钠凝胶 Cutegel","韩国BNC株式会社","进口","2025-08-22","2030-08-21","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶Cutegel","韩国BNC株式会社韩国BNC株式会社","本产品适用于注射到鼻唇沟部位的真皮中层，以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20253130358","透明质酸钠","透明质酸钠","注射用交联含药透明质酸钠凝胶 Cutegel Lidocaine","注射用交联含药透明质酸钠凝胶 Cutegel Lidocaine","韩国BNC株式会社","进口","2025-08-22","2030-08-21","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联含药透明质酸钠凝胶Cutegel Lidocaine","韩国BNC株式会社韩国BNC株式会社","本产品适用于注射到鼻唇沟部位的真皮中层，以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20253130360","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶 Sodium Hyaluronate Gel for Injection","注射用交联透明质酸钠凝胶 Sodium Hyaluronate Gel for Injection","维瓦希 Laboratoires VIVACY","进口","2025-08-22","2030-08-21","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶Sodium Hyaluronate Gel for Injection","维瓦希Laboratoires VIVACY","适用于鼻唇沟部位真皮组织深层注射以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20253130421","透明质酸钠","透明质酸钠","含利多卡因注射用交联透明质酸钠凝胶 PRECISE-HA FILLER LIFT","含利多卡因注射用交联透明质酸钠凝胶 PRECISE-HA FILLER LIFT","希玛德股份有限公司 SYMATESE SAS","进口","2025-09-16","2030-09-15","verified","已官方核验/国家政务服务平台NMPA器械查询","含利多卡因注射用交联透明质酸钠凝胶PRECISE-HA Filler FORM","希玛德股份有限公司SYMATESE SAS","适用于面部鼻唇沟部位真皮组织中层至深层及皮下注射以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20253130577","透明质酸钠","透明质酸钠","含利多卡因注射用交联透明质酸钠凝胶 Hyabell Ultra","含利多卡因注射用交联透明质酸钠凝胶 Hyabell Ultra","艾多德姆股份有限公司 Adoderm GmbH","进口","2025-12-10","2030-12-09","verified","已官方核验/国家政务服务平台NMPA器械查询","含利多卡因注射用交联透明质酸钠凝胶Hyabell Ultra","艾多德姆股份有限公司Adoderm GmbH","该产品用于面部鼻唇沟部位真皮下注射，以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20263130004","透明质酸钠","透明质酸钠","注射用透明质酸钠溶液","注射用透明质酸钠溶液","杭州协合医疗用品有限公司","国产","2026-01-08","","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用透明质酸钠溶液","杭州协合医疗用品有限公司","在医疗机构中使用，用于面部真皮浅层注射，暂时性改善成人皮肤干燥、肤色暗沉。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20263130025","透明质酸钠","透明质酸钠","注射用透明质酸钠溶液","注射用透明质酸钠溶液","海南希睿达生物技术有限公司","国产","2026-01-08","","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用透明质酸钠溶液","海南希睿达生物技术有限公司","在医疗机构中使用，用于面部真皮浅层注射暂时性改善成人皮肤干燥、肤色暗沉。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20263130044","透明质酸钠","透明质酸钠","重组I型α1亚型胶原蛋白及透明质酸钠复合溶液","重组I型α1亚型胶原蛋白及透明质酸钠复合溶液","陕西巨子生物技术有限公司","国产","2026-01-14","","verified","已官方核验/国家政务服务平台NMPA器械查询","重组I型α1亚型胶原蛋白及透明质酸钠复合溶液","陕西巨子生物技术有限公司","该产品适用于满足该产品说明书中所列条件下，用于真皮层的注射，以改善面颊部平滑度。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20263130055","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶","注射用交联透明质酸钠凝胶","济南格莱威医疗科技有限公司","国产","2026-01-14","","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶","济南格莱威医疗科技有限公司","该产品适用于鼻唇沟部位真皮组织中层至深层注射以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20263130671","透明质酸钠","透明质酸钠","注射用交联透明质酸钠凝胶 海维纳斯・瑅派","注射用交联透明质酸钠凝胶 海维纳斯・瑅派","海雅美生物技术（珠海）有限公司","国产","2026-04-01","","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用交联透明质酸钠凝胶","海雅美生物技术（珠海）有限公司","该产品适用于手背部需要增加组织容量的人群，用于手背部真皮深层，以改善手部皮肤外观。","是","https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20213130485","透明质酸钠","透明质酸钠","乔雅登丰颜 / Juvéderm VOLUMA with Lidocaine","含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLUMA with Lidocaine","艾尔建 / AbbVie","进口","2026-05-08","2026-11-25","verified","证号已官方核验/适应症待官方变更核验","含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLUMA with Lidocaine","艾尔建 Allergan","产品适用于面颊部深层（皮下和/或骨膜上）注射，以重塑面部容积；适用于鼻背、鼻小柱和前鼻棘部位骨膜上层（硬骨膜上和/或软骨膜上）注射，以改善外鼻体积及形态。","是","https://mp.weixin.qq.com/s/s7EPbpQUNzUzj-_oOY2hFw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20213130276","童颜针 / PLLA","PLLA童颜针","艾维岚","聚乳酸面部填充剂","长春圣博玛生物材料有限公司","国产","2024-05-31","2031-04-18","verified","已官方核验/国家政务服务平台NMPA器械查询","聚乳酸面部填充剂","长春圣博玛生物材料有限公司","适用于注射到真皮深层，以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s?__biz=MzIyMDEzNzE3NQ==&mid=2649626559&idx=1&sn=dfbf04d3a96de1ad3c97e3b5f7b26be9&chksm=8eb83beb55b6923c75a005f146f5726783f17d9adabe2fc432abd1a851f0db1a40a6f42574ee&mpshare=1&scene=24&srcid=0504GRcPNjQfByNWbwqWuV8x&sharer_shareinfo=d013d2d849ed18db09325f6226830bce&sharer_shareinfo_first=d013d2d849ed18db09325f6226830bce#rd","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20213130460","童颜针 / PLLA","PLLA童颜针","濡白天使","含左旋乳酸-乙二醇共聚物微球的交联透明质酸钠凝胶","爱美客技术发展股份有限公司","国产","2021-06-24","2026-06-23","verified","已官方核验/国家政务服务平台NMPA器械查询","含左旋乳酸-乙二醇共聚物微球的交联透明质酸钠凝胶","爱美客技术发展股份有限公司","本产品适用于真皮深层、皮下浅层及深层注射填充纠正中、重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s?__biz=MzIyMDEzNzE3NQ==&mid=2649626559&idx=1&sn=dfbf04d3a96de1ad3c97e3b5f7b26be9&chksm=8eb83beb55b6923c75a005f146f5726783f17d9adabe2fc432abd1a851f0db1a40a6f42574ee&mpshare=1&scene=24&srcid=0504GRcPNjQfByNWbwqWuV8x&sharer_shareinfo=d013d2d849ed18db09325f6226830bce&sharer_shareinfo_first=d013d2d849ed18db09325f6226830bce#rd","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20243130043","童颜针 / PLLA","PLLA童颜针","臻爱塑菲","聚乳酸面部填充剂 AestheFill","（株）丽臻生物科技股份有限公司REGEN Biotech, Inc.","进口","2024-01-17","2029-01-16","verified","已官方核验/国家政务服务平台NMPA器械查询","聚乳酸面部填充剂 AestheFill","（株）丽臻生物科技股份有限公司REGEN Biotech, Inc.","本产品用于注射到面部真皮深层，以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s?__biz=MzIyMDEzNzE3NQ==&mid=2649626559&idx=1&sn=dfbf04d3a96de1ad3c97e3b5f7b26be9&chksm=8eb83beb55b6923c75a005f146f5726783f17d9adabe2fc432abd1a851f0db1a40a6f42574ee&mpshare=1&scene=24&srcid=0504GRcPNjQfByNWbwqWuV8x&sharer_shareinfo=d013d2d849ed18db09325f6226830bce&sharer_shareinfo_first=d013d2d849ed18db09325f6226830bce#rd","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20243130557","童颜针 / PLLA","PLLA童颜针","塑妍萃","注射用聚左旋乳酸填充剂Poly-L-lactic acid implant for injection","科医有限公司Q-Med AB","进口","2024-09-30","2029-09-29","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用聚左旋乳酸填充剂Poly-L-lactic acid implant for injection","科医有限公司Q-Med AB","该产品用于真皮深层、皮下层注射，以矫正中面部容量缺失和/或中面部轮廓缺陷。","是","https://mp.weixin.qq.com/s?__biz=MzIyMDEzNzE3NQ==&mid=2649626559&idx=1&sn=dfbf04d3a96de1ad3c97e3b5f7b26be9&chksm=8eb83beb55b6923c75a005f146f5726783f17d9adabe2fc432abd1a851f0db1a40a6f42574ee&mpshare=1&scene=24&srcid=0504GRcPNjQfByNWbwqWuV8x&sharer_shareinfo=d013d2d849ed18db09325f6226830bce&sharer_shareinfo_first=d013d2d849ed18db09325f6226830bce#rd","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20243132279","童颜针 / PLLA","PLLA童颜针","普丽妍","聚乳酸面部填充剂","普丽妍（南京）医疗科技有限公司","国产","2024-11-21","2029-11-20","verified","已官方核验/国家政务服务平台NMPA器械查询","聚乳酸面部填充剂","普丽妍（南京）医疗科技有限公司","该产品适用于注射到鼻唇沟部位真皮深层，以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s?__biz=MzIyMDEzNzE3NQ==&mid=2649626559&idx=1&sn=dfbf04d3a96de1ad3c97e3b5f7b26be9&chksm=8eb83beb55b6923c75a005f146f5726783f17d9adabe2fc432abd1a851f0db1a40a6f42574ee&mpshare=1&scene=24&srcid=0504GRcPNjQfByNWbwqWuV8x&sharer_shareinfo=d013d2d849ed18db09325f6226830bce&sharer_shareinfo_first=d013d2d849ed18db09325f6226830bce#rd","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253130831","童颜针 / PLLA","PLLA童颜针","斯弗妍","聚乳酸面部填充剂","渼颜空间生物科技（吉林）有限公司","国产","2025-04-23","2030-04-22","verified","已官方核验/国家政务服务平台NMPA器械查询","聚乳酸面部填充剂","渼颜空间生物科技（吉林）有限公司","该产品用于鼻唇沟部位真皮深层注射，以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s?__biz=MzIyMDEzNzE3NQ==&mid=2649626559&idx=1&sn=dfbf04d3a96de1ad3c97e3b5f7b26be9&chksm=8eb83beb55b6923c75a005f146f5726783f17d9adabe2fc432abd1a851f0db1a40a6f42574ee&mpshare=1&scene=24&srcid=0504GRcPNjQfByNWbwqWuV8x&sharer_shareinfo=d013d2d849ed18db09325f6226830bce&sharer_shareinfo_first=d013d2d849ed18db09325f6226830bce#rd","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253131101","童颜针 / PLLA","PLLA童颜针","悦雅颜","聚乳酸面部填充剂","乐普（北京）医疗器械股份有限公司","国产","2025-05-30","2030-05-29","verified","已官方核验/国家政务服务平台NMPA器械查询","聚乳酸面部填充剂","乐普（北京）医疗器械股份有限公司","该产品适用于注射到鼻唇沟部位的真皮深层，以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s?__biz=MzIyMDEzNzE3NQ==&mid=2649626559&idx=1&sn=dfbf04d3a96de1ad3c97e3b5f7b26be9&chksm=8eb83beb55b6923c75a005f146f5726783f17d9adabe2fc432abd1a851f0db1a40a6f42574ee&mpshare=1&scene=24&srcid=0504GRcPNjQfByNWbwqWuV8x&sharer_shareinfo=d013d2d849ed18db09325f6226830bce&sharer_shareinfo_first=d013d2d849ed18db09325f6226830bce#rd","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253131356","童颜针 / PLLA","PLLA童颜针","丽真然","注射用聚左旋乳酸微球填充剂","江苏西宏生物医药有限公司","国产","2025-09-11","2030-07-09","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用聚左旋乳酸微球填充剂","江苏西宏生物医药有限公司","该产品适用于注射到鼻唇沟部位真皮深层及皮下浅层，以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s?__biz=MzIyMDEzNzE3NQ==&mid=2649626559&idx=1&sn=dfbf04d3a96de1ad3c97e3b5f7b26be9&chksm=8eb83beb55b6923c75a005f146f5726783f17d9adabe2fc432abd1a851f0db1a40a6f42574ee&mpshare=1&scene=24&srcid=0504GRcPNjQfByNWbwqWuV8x&sharer_shareinfo=d013d2d849ed18db09325f6226830bce&sharer_shareinfo_first=d013d2d849ed18db09325f6226830bce#rd","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20253130300","童颜针 / PLLA","PLLA童颜针","爱唯缇","注射用聚左旋乳酸面部填充剂","PRP SCIENCE Co.,Ltd.(주)피알피사이언스","进口","2025-07-10","2030-07-09","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用聚左旋乳酸面部填充剂","PRP SCIENCE Co.,Ltd.(주)피알피사이언스","本产品用于注射到人体面部鼻唇沟真皮深层和/或皮下组织，以纠正中度到重度的鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s?__biz=MzIyMDEzNzE3NQ==&mid=2649626559&idx=1&sn=dfbf04d3a96de1ad3c97e3b5f7b26be9&chksm=8eb83beb55b6923c75a005f146f5726783f17d9adabe2fc432abd1a851f0db1a40a6f42574ee&mpshare=1&scene=24&srcid=0504GRcPNjQfByNWbwqWuV8x&sharer_shareinfo=d013d2d849ed18db09325f6226830bce&sharer_shareinfo_first=d013d2d849ed18db09325f6226830bce#rd","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253132268","童颜针 / PLLA","PLLA童颜针","奥芮佳","注射用聚左旋乳酸微球填充剂","浙江微度医疗器械有限公司","国产","2025-11-05","2030-11-04","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用聚左旋乳酸微球填充剂","浙江微度医疗器械有限公司","该产品适用于注射到鼻唇沟部位真皮深层，以纠正中重度鼻唇沟皱纹。","是","https://mp.weixin.qq.com/s?__biz=MzIyMDEzNzE3NQ==&mid=2649626559&idx=1&sn=dfbf04d3a96de1ad3c97e3b5f7b26be9&chksm=8eb83beb55b6923c75a005f146f5726783f17d9adabe2fc432abd1a851f0db1a40a6f42574ee&mpshare=1&scene=24&srcid=0504GRcPNjQfByNWbwqWuV8x&sharer_shareinfo=d013d2d849ed18db09325f6226830bce&sharer_shareinfo_first=d013d2d849ed18db09325f6226830bce#rd","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20263130095","童颜针 / PLLA","PLLA童颜针","伊臻","注射用聚左旋乳酸填充剂","成都伊臻生物科技有限公司","国产","2026-02-12","2031-01-13","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用聚左旋乳酸填充剂","成都伊臻生物科技有限公司","适用于颞部，注射至骨膜上层用以改善成人轻中度颞部凹陷。","是","https://mp.weixin.qq.com/s?__biz=MzIyMDEzNzE3NQ==&mid=2649626559&idx=1&sn=dfbf04d3a96de1ad3c97e3b5f7b26be9&chksm=8eb83beb55b6923c75a005f146f5726783f17d9adabe2fc432abd1a851f0db1a40a6f42574ee&mpshare=1&scene=24&srcid=0504GRcPNjQfByNWbwqWuV8x&sharer_shareinfo=d013d2d849ed18db09325f6226830bce&sharer_shareinfo_first=d013d2d849ed18db09325f6226830bce#rd","","no"
