"action_group","cert_in_global","suggested_next_action","certificate_no","track_name","category","brand","product_name","registrant","origin","approval_date","valid_until","official_status","official_verification_status","official_product_name","official_registrant","official_scope","main_landscape_included","source_url","entity_match_hint","company_profile_text_hint"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20163132859","PMMA 注射填充剂","PMMA 注射填充剂","爱贝芙 ArteColl","整形用胶原和PMMA皮下植入物系统 ArteColl","荷兰汉福生物科技公司Hafod Bioscience B.V.","进口","2021-10-26","2026-10-25","verified","已官方核验/国家政务服务平台NMPA器械查询","整形用胶原和PMMA皮下植入物系统ArteColl","荷兰汉福生物科技公司Hafod Bioscience B.V.","该产品用于注射到真皮深层以纠正鼻唇沟纹，或填充到骨膜外层以进行（鼻骨段）隆鼻。","是","https://mp.weixin.qq.com/s/bge82pQPbTp_0khKEVUXaw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20243130041","PMMA 注射填充剂","PMMA 注射填充剂","Bellafill","整形用胶原和PMMA皮下植入物系统 Bellafill","圣诺华医疗股份有限公司Suneva Medical, Inc.","进口","2024-01-17","2029-01-16","verified","已官方核验/国家政务服务平台NMPA器械查询","整形用胶原和PMMA皮下植入物系统Bellafill","圣诺华医疗股份有限公司Suneva Medical, Inc.","该产品注射到真皮深层以矫正中度至重度的鼻唇沟皱纹，适用于21 岁以上的成年患者。","是","https://mp.weixin.qq.com/s/bge82pQPbTp_0khKEVUXaw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253132643","胶原蛋白","胶原蛋白","悦白之几·若境","交联重组胶原蛋白植入剂","江苏创健医疗科技股份有限公司","国产","2025-12-23","2030-12-22","verified","已官方核验/国家政务服务平台NMPA器械查询","交联重组胶原蛋白植入剂","江苏创健医疗科技股份有限公司","适用于满足该产品说明书所列条件下，面部真皮组织填充以纠正额部中重度动力性皱纹，包括眉间纹、额头纹和鱼尾纹。","是","https://mp.weixin.qq.com/s/bge82pQPbTp_0khKEVUXaw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20213130488","胶原蛋白","胶原蛋白","薇旖美冻干纤维","重组Ⅲ型人源化胶原蛋白冻干纤维","山西锦波生物医药股份有限公司","国产","2021-06-28","2026-06-27","verified","已官方核验/国家政务服务平台NMPA器械查询","重组Ⅲ型人源化胶原蛋白冻干纤维","山西锦波生物医药股份有限公司","用于面部真皮组织填充以纠正额部动力性皱纹（包括眉间纹、额头纹和鱼尾纹）。","是","https://mp.weixin.qq.com/s/bge82pQPbTp_0khKEVUXaw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253132049","胶原蛋白","胶原蛋白","巨子重组I型α1冻干纤维","重组I型α1亚型胶原蛋白冻干纤维","陕西巨子生物技术有限公司","国产","2025-10-21","2030-10-20","verified","已官方核验/国家政务服务平台NMPA器械查询","重组I型α1亚型胶原蛋白冻干纤维","陕西巨子生物技术有限公司","适用于满足该产品说明书中所列条件下，用于面部真皮组织填充以纠正额部动力性皱纹，包括眉间纹、额头纹和鱼尾纹。","是","https://mp.weixin.qq.com/s/bge82pQPbTp_0khKEVUXaw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20263130044","胶原蛋白","胶原蛋白","巨子重组胶原+HA复合溶液","重组I型α1亚型胶原蛋白及透明质酸钠复合溶液","陕西巨子生物技术有限公司","国产","2026-01-14","2031-01-13","verified","已官方核验/国家政务服务平台NMPA器械查询","重组I型α1亚型胶原蛋白及透明质酸钠复合溶液","陕西巨子生物技术有限公司","该产品适用于满足该产品说明书中所列条件下，用于真皮层的注射，以改善面颊部平滑度。","是","https://mp.weixin.qq.com/s/bge82pQPbTp_0khKEVUXaw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20203140040","胶原蛋白","胶原蛋白","崇山胶原贴敷料","胶原贴敷料","浙江崇山生物制品有限公司","国产","2024-07-15","2030-01-14","verified","已官方核验/国家政务服务平台NMPA器械查询","胶原贴敷料","浙江崇山生物制品有限公司","用于皮肤激光术后创面修复辅助治疗，创面深度不超过真皮层，单个光斑扫描不超过2cm×2cm","是","https://mp.weixin.qq.com/s/bge82pQPbTp_0khKEVUXaw","","no"
"missing_verified_existing_entity_hint","no","有官方核验证号，且全球库可能已有相关公司/品牌；建议优先逐条匹配后补 CN-NMPA 证据","国械注许20193130003","胶原蛋白","胶原蛋白","肤力原 / FACIALGAIN","含利多卡因胶原蛋白植入剂 Sunmax FACIALGAIN","双美生物科技股份有限公司","港澳台","2023-04-13","2029-04-15","verified","已官方核验/国家政务服务平台NMPA器械查询","含利多卡因胶原蛋白植入剂Sunmax FACIALGAIN Collagen Implant with Lidocaine","双美生物科技股份有限公司","本产品用于面部真皮组织中层至深层注射以纠正鼻唇沟重力性皱纹。","是","","Fillmed / Art Filler / Art Filler with Lidocaine NMPA midface volume line / Art Filler with Lidocaine NMPA midface volume line || Fillmed / Art Filler / Art Filler with Lidocaine NMPA nasolabial-fold line / Art Filler with Lidocaine NMPA nasolabial-fold line || Fillmed / Art Filler / Art Filler with Lidocaine NMPA midface volume line","yes"
"missing_verified_existing_entity_hint","no","有官方核验证号，且全球库可能已有相关公司/品牌；建议优先逐条匹配后补 CN-NMPA 证据","国药准字S10970037","肉毒毒素","肉毒毒素","衡力","注射用A型肉毒毒素","兰州生物技术开发有限公司","国产","2012","","verified","已官方核验/国家政务服务平台NMPA药品查询","注射用A型肉毒毒素","兰州生物技术开发有限公司","","是","https://scjdglj.ordos.gov.cn/zwgk_140666/fdzdgknr/tjsj_161747/202509/t20250903_3831909.html","Advanced Aesthetic / Algeness VL (2.5% Agarose) / 琼脂糖凝胶填充剂 / 琼脂糖凝胶填充剂 || Allergan / BOTOX Cosmetic / Botulinum Toxin Type A (肉毒毒素) / Botulinum Toxin Type A (肉毒毒素) || BNC Korea / BONIVA / BONIVA / BONIVA","yes"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国药准字SJ20171003 / SJ20171004 / SJ20171005","肉毒毒素","肉毒毒素","保妥适 Botox","注射用A型肉毒毒素","Allergan Pharmaceuticals Ireland","进口","2009","","verified","已官方核验/国家政务服务平台NMPA药品查询","","","","是","https://scjdglj.ordos.gov.cn/zwgk_140666/fdzdgknr/tjsj_161747/202509/t20250903_3831909.html","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国药准字S20200016","肉毒毒素","肉毒毒素","吉适 Dysport","注射用A型肉毒毒素","Ipsen Biopharm Limited","进口","2020-06-17","","verified","已官方核验/国家政务服务平台NMPA药品查询","静注人免疫球蛋白(pH4)","新疆德源生物工程有限公司","","是","https://scjdglj.ordos.gov.cn/zwgk_140666/fdzdgknr/tjsj_161747/202509/t20250903_3831909.html","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国药准字SJ20200024 / SJ20210004","肉毒毒素","肉毒毒素","乐提葆 Letybo","注射用A型肉毒毒素","Hugel, Inc.","进口","2020-10","","verified","已官方核验/国家政务服务平台NMPA药品查询","","","","是","https://scjdglj.ordos.gov.cn/zwgk_140666/fdzdgknr/tjsj_161747/202509/t20250903_3831909.html","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国药准字SJ20240010 / SJ20240011","肉毒毒素","肉毒毒素","西马 Xeomin","注射用A型肉毒毒素","Merz Pharmaceuticals GmbH","进口","2024-02-23","","verified","已官方核验/国家政务服务平台NMPA药品查询","","","","是","https://scjdglj.ordos.gov.cn/zwgk_140666/fdzdgknr/tjsj_161747/202509/t20250903_3831909.html","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国药准字SJ20240041","肉毒毒素","肉毒毒素","达希斐 Daxxify","注射用A型肉毒毒素","Revance Therapeutics, Inc.","进口","2024-09-09","","verified","已官方核验/国家政务服务平台NMPA药品查询","","","","是","https://en.fosun.com/content/details46_5062.html","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国药准字SJ20260001","肉毒毒素","肉毒毒素","HUTOX 橙毒","注射用A型肉毒毒素","Huons BioPharma Co., Ltd.","进口","2026-01-05","2031-01-04","verified","已官方核验/国家政务服务平台NMPA药品查询","","","","是","https://finance.sina.com.cn/roll/2026-01-08/doc-inhfreqm6514541.shtml","","no"
"missing_verified_existing_entity_hint","no","有官方核验证号，且全球库可能已有相关公司/品牌；建议优先逐条匹配后补 CN-NMPA 证据","国药准字S20260019","肉毒毒素","肉毒毒素","芮妥欣 Retoxin","注射用重组A型肉毒毒素","重庆誉颜制药有限公司","国产","2026-03-25","","verified","已官方核验/国家政务服务平台NMPA药品查询","注射用重组A型肉毒毒素","重庆誉颜制药有限公司","","是","https://www.ljxq.gov.cn/zwxx/ljyw/202604/t20260401_15584664.html","Allergan / BOTOX Cosmetic / Botulinum Toxin Type A (肉毒毒素) / Botulinum Toxin Type A (肉毒毒素) || BNC Korea / BONIVA / BONIVA / BONIVA || Daewoong / Nabota (Jeuveau / Nuceiva) / Botulinum Toxin / Botulinum Toxin","yes"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20243092006","射频设备","射频设备","","射频皮肤治疗仪","深圳市宗匠科技有限公司","国产","2024-10-11","2029-10-10","verified","已官方核验/国家药监局NMPA器械查询","射频皮肤治疗仪","深圳市宗匠科技有限公司","本产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。","是","https://www.nmpa.gov.cn/","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20243092479","射频设备","射频设备","","射频皮肤治疗仪","杭州时光机智能电子科技有限公司","国产","2024-12-13","2029-12-12","verified","已官方核验/国家药监局NMPA器械查询","射频皮肤治疗仪","杭州时光机智能电子科技有限公司","该产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。","是","https://www.nmpa.gov.cn/","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20263090660","射频设备","射频设备","","射频皮肤治疗仪","上海维脉医疗科技有限公司","国产","2026-03-27","2031-03-26","verified","已官方核验/国家药监局NMPA器械查询","射频皮肤治疗仪","上海维脉医疗科技有限公司","本产品在医疗机构中，由有资质的医务人员经培训合格后使用，利用射频热效应减轻中上面部轻、中度皮肤皱纹，不可用于眼周、鼻部。","是","https://www.nmpa.gov.cn/","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20243092482","射频设备","射频设备","","射频皮肤治疗仪","深圳市宗匠科技有限公司","国产","2024-12-13","2029-12-12","verified","已官方核验/国家药监局NMPA器械查询","射频皮肤治疗仪","深圳市宗匠科技有限公司","本产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。","是","https://www.nmpa.gov.cn/","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20243092007","射频设备","射频设备","","射频皮肤治疗仪","深圳宇石科技有限公司","国产","2024-10-11","2029-10-10","verified","已官方核验/国家药监局NMPA器械查询","射频皮肤治疗仪","深圳宇石科技有限公司","该产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。","是","https://www.nmpa.gov.cn/","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20263090882","射频设备","射频设备","","射频皮肤治疗仪","四川兴泰普乐医疗科技有限公司","国产","2026-04-27","2031-04-26","verified","已官方核验/国家药监局NMPA器械查询","射频皮肤治疗仪","四川兴泰普乐医疗科技有限公司","该产品在医疗机构中，由有资质的医务人员经培训合格后使用，通过射频能量对皮肤组织产生的热效应，用于减轻面部轻、中度皮肤皱纹。","是","https://www.nmpa.gov.cn/","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253091137","射频设备","射频设备","","射频皮肤治疗仪","杭州瑞彼加医疗科技有限公司","国产","2025-06-06","2030-06-05","verified","已官方核验/国家药监局NMPA器械查询","射频皮肤治疗仪","杭州瑞彼加医疗科技有限公司","本产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。","是","https://www.nmpa.gov.cn/","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253091300","射频设备","射频设备","","射频皮肤治疗仪","深圳金茉科技有限公司","国产","2025-07-04","2030-07-03","verified","已官方核验/国家药监局NMPA器械查询","射频皮肤治疗仪","深圳金茉科技有限公司","该产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。","是","https://www.nmpa.gov.cn/","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253091135","射频设备","射频设备","","射频皮肤治疗仪","热芙美（湖南）科技有限公司","国产","2025-06-06","2030-06-05","verified","已官方核验/国家药监局NMPA器械查询","射频皮肤治疗仪","热芙美（湖南）科技有限公司","本产品在医疗机构中，由有资质的医务人员经培训合格后使用，利用射频热效应减轻面部轻、中度皮肤皱纹。","是","https://www.nmpa.gov.cn/","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253091163","射频设备","射频设备","","射频皮肤治疗仪","广东花至美容科技有限公司","国产","2025-06-20","2030-06-19","verified","已官方核验/国家药监局NMPA器械查询","射频皮肤治疗仪","广东花至美容科技有限公司","该产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。","是","https://www.nmpa.gov.cn/","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20243092361","射频设备","射频设备","","射频皮肤治疗仪","无锡威脉通医疗科技有限公司","国产","2024-11-21","2029-11-20","verified","已官方核验/国家政务服务平台NMPA器械查询","射频皮肤治疗仪","无锡威脉通医疗科技有限公司","本产品在医疗机构中，由有资质的医务人员经培训合格后使用，利用射频热效应减轻面部轻、中度皮肤皱纹。","是","https://www.nmpa.gov.cn/","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253091825","射频设备","射频设备","","射频皮肤治疗仪","普罗米修斯奇迹（深圳）医疗科技有限公司","国产","2025-09-05","2030-09-04","verified","已官方核验/国家药监局NMPA器械查询","射频皮肤治疗仪","普罗米修斯奇迹（深圳）医疗科技有限公司","该产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。","是","https://www.nmpa.gov.cn/","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253092104","射频设备","射频设备","","射频皮肤治疗仪","深圳半岛医疗集团股份有限公司","国产","2025-10-27","2030-10-26","verified","已官方核验/国家药监局NMPA器械查询","射频皮肤治疗仪","深圳半岛医疗集团股份有限公司","该产品在医疗机构中使用，通过射频能量对皮肤组织产生的热效应，用于面部皮肤萎缩性痤疮瘢痕的治疗。","是","https://www.nmpa.gov.cn/","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20263090453","射频设备","射频设备","","射频皮肤治疗仪","广东雅思电子有限公司","国产","2026-03-03","2031-03-02","verified","已官方核验/国家药监局NMPA器械查询","射频皮肤治疗仪","广东雅思电子有限公司","该产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。","是","https://www.nmpa.gov.cn/","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注进20253090264","射频设备","射频设备","","射频皮肤治疗仪","雅萌株式会社ヤーマン株式会社","进口","2025-06-20","2030-06-19","verified","已官方核验/国家政务服务平台NMPA器械查询","射频皮肤治疗仪","雅萌株式会社ヤーマン株式会社","本产品利用射频能量对人体组织产生的热效应，适用于Fitzpatrick II-V型皮肤的成年人暂时性改善面部的轻度皱纹。由个人用户在家庭环境自行使用。","是","https://www.nmpa.gov.cn/","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20223090571","射频塑形设备","射频塑形设备","","射频治疗仪","深圳半岛医疗集团股份有限公司","国产","2022-04-29","2027-04-28","verified","已官方核验/国家药监局NMPA器械查询","射频治疗仪","深圳半岛医疗集团股份有限公司","该产品在医疗机构使用，用于在吸脂手术前利用射频能量对脂肪进行软化以辅助后续吸脂过程，适用于身体躯干及四肢近端部位。产品不可连接负压设备用于吸脂。必须由有资质的专业医师使用，使用时需配合无菌水基耦合剂。","是","https://www.nmpa.gov.cn/","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20263010880","超声设备","超声设备","","聚焦超声皮肤治疗仪","深圳普门科技股份有限公司","国产","2026-04-27","2031-04-26","verified","已官方核验/国家药监局NMPA器械查询","聚焦超声皮肤治疗仪","深圳普门科技股份有限公司","产品在医疗机构中使用，利用聚焦超声热效应作用于皮下组织，用于改善中下面部和颏下、颈部的皮肤松弛。不可用于眼及眼周、鼻部、口周、耳廓、甲状腺及颈动脉区域。产品须由具有相应资质的专业医师使用，治疗前须使用皮肤超声诊断设备对皮下组织进行测量，以确定所适合的治疗深度。","是","https://www.nmpa.gov.cn/","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253092193","超声设备","超声设备","","聚焦超声皮肤治疗仪","深圳半岛医疗集团股份有限公司","国产","2025-10-30","2030-10-29","verified","已官方核验/国家政务服务平台NMPA器械查询","聚焦超声皮肤治疗仪","深圳半岛医疗集团股份有限公司","产品在医疗机构中使用，利用聚焦超声热效应作用于皮下组织，用于改善中下面部和颏下、颈部的皮肤松弛。不可用于眼及眼周、鼻部、口周、耳廓、甲状腺及颈动脉区域。产品须由具有相应资质的专业医师使用，治疗前须使用皮肤超声诊断设备对皮下组织进行测量，以确定所适合的治疗深度。","是","https://www.nmpa.gov.cn/","","no"
"missing_verified_existing_entity_hint","no","有官方核验证号，且全球库可能已有相关公司/品牌；建议优先逐条匹配后补 CN-NMPA 证据","国械注准20253092690","激光/IPL设备","激光/IPL设备","","Nd:YAG皮秒激光治疗仪","南京麦澜德医疗科技股份有限公司","国产","2025-12-29","2030-12-28","verified","已官方核验/国家药监局NMPA器械查询","Nd:YAG皮秒激光治疗仪","南京麦澜德医疗科技股份有限公司","在医疗机构中使用，1064nm激光用于祛除蓝色和黑色文身的治疗。","是","https://www.nmpa.gov.cn/","Alvi Prague / TL-700 / Pico-Light / 皮秒/调Q激光 / 皮秒/调Q激光","yes"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20253130037","琼脂糖","琼脂糖","Algeness VL","琼脂糖面部注射填充剂ALGENESS VL","集美生股份有限公司GHIMAS S.p.A.","进口","2025-01-20","2030-01-19","verified","已官方核验/国家政务服务平台NMPA器械查询","琼脂糖面部注射填充剂ALGENESS VL","集美生股份有限公司GHIMAS S.p.A.","该产品适用于面部鼻唇沟部位骨膜表面注射以纠正中重度鼻唇沟皱纹。","是","https://www.bioray-med.com/hyrd/337.html","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20153092408","热玛吉类/单极射频设备","热玛吉类/单极射频设备","Thermage CPT","射频治疗仪Thermage CPT System","索塔医疗有限公司Solta Medical, Inc.","进口","2023-03-27","2029-12-25","verified","已官方核验/国家政务服务平台NMPA器械查询","射频治疗仪Thermage CPT System","索塔医疗有限公司Solta Medical, Inc.","用于对身体、面部及眼周皱纹的非侵入性治疗。","是","https://bydrug.pharmcube.com/detailpage/deviceCNImported/2be6afa9232f85ea9fe915d23edc22e1","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","皖械注准20232140175","ECM/细胞外基质材料","ECM/细胞外基质材料","","","","国产","","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://mp.weixin.qq.com/s?__biz=MzkwODI3MTcxMg%3D%3D&chksm=c0cdc65ef7ba4f488dcbb092b11fe4decec0f19fbe421a8ea3e136fa867e4ba1b64b9cc0d00b&idx=1&mid=2247487313&scene=0&sn=50c9ddf34505a8f41db01142ed35d12b&xtrack=1","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国药准字H20254519","溶脂注射/去氧胆酸","溶脂注射/去氧胆酸","蓉芷","去氧胆酸注射液","南京迈诺威医药科技有限公司","国产","2025-06-10","","verified","已官方核验/国家政务服务平台NMPA药品查询","去氧胆酸注射液","南京迈诺威医药科技有限公司","用于改善成人因颏下脂肪堆积导致的中至重度轮廓凸出或过度丰满（双下巴）。","是","https://mp.weixin.qq.com/s/6_gF__DaCgXu4v1nnNt4YQ","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253092173","激光/IPL设备","超声设备","曼迪森半导体激光","半导体激光治疗机","上海曼迪森光电有限公司","国产","2025-10-30","2030-10-29","verified","已官方核验/国家政务服务平台NMPA器械查询","半导体激光治疗机","上海曼迪森光电有限公司","该产品在医疗机构中使用，用于暂时缓解肌肉与关节轻微疼痛。","否","https://mp.weixin.qq.com/s/5Iiq5Z5ffKb3_SA-ZNRI8A","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","湘械注准20212090940","超声设备","超声设备","","","","国产","","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://mp.weixin.qq.com/s/d7aVo63wpUTiqjZ5TBTnXQ","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","湘械注准20222090919","超声设备","超声设备","","","","国产","","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://mp.weixin.qq.com/s/d7aVo63wpUTiqjZ5TBTnXQ","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","晋械注准20232090046","超声设备","超声设备","","","","国产","","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://mp.weixin.qq.com/s/d7aVo63wpUTiqjZ5TBTnXQ","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","湘械注准20232090277","超声设备","超声设备","","","","国产","","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://mp.weixin.qq.com/s/d7aVo63wpUTiqjZ5TBTnXQ","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20143095670","微针/射频微针设备","微针/射频微针设备","Jeisys INTRAcel 5D","射频微针治疗仪Electrosurgical Unit","杰希思医疗公司Jeisys Medical Inc.","进口","2023-04-07","2029-10-21","verified","已官方核验/国家政务服务平台NMPA器械查询","射频微针治疗仪Electrosurgical Unit","杰希思医疗公司Jeisys Medical Inc.","产品在医疗机构使用，与本公司射频微针电极（型号：INTRAcel Tip1011）配合使用，产品用于治疗皮肤萎缩性瘢痕。（应由具有相应资质的专业医护人员使用，严格参照使用说明书中的治疗流程和注意事项，3档以上输出模式需慎用）","是","https://mp.weixin.qq.com/s/HRrWTy9nG1QG8ajO7zCh4A","","no"
"not_found_hold","no","暂不入库：registration 项目也标记官方未查到/需复核","国械注进20183251955","微针/射频微针设备","微针/射频微针设备","EndyMed 3D","相控射频微针设备","EndyMed Medical Ltd.","进口","","","not_found","官方未查到/需复核","","","","否","https://mp.weixin.qq.com/s/HRrWTy9nG1QG8ajO7zCh4A","EndyMed Medical / EndyMed / EndyMed PRO / Pure / EndyMed PRO / Pure || EndyMed Medical / EndyMed / Intensif / Intensif || EndyMed Medical / NEWA / NEWA Classic / Plus / NEWA Classic / Plus","yes"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","粤械注准20182010997","微针/射频微针设备","微针/射频微针设备","半岛黄金微针第四代","黄金微针设备","半岛医疗相关主体","国产","","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://mp.weixin.qq.com/s/HRrWTy9nG1QG8ajO7zCh4A","","no"
"not_found_hold","no","暂不入库：registration 项目也标记官方未查到/需复核","国械注进20163090059","微针/射频微针设备","微针/射频微针设备","Lutronic INFINI","射频微针治疗仪","Lutronic Corporation","进口","","","not_found","官方未查到/需复核","","","","否","https://mp.weixin.qq.com/s/HRrWTy9nG1QG8ajO7zCh4A","Lutronic / Cynosure Lutronic / Lutronic / LaseMD Ultra / LaseMD Ultra || Lutronic / Cynosure Lutronic / Lutronic / Genius / Genius || Lutronic / Cynosure Lutronic / Lutronic / Hollywood Spectra / Hollywood Spectra","yes"
